region,gender,education,policy_type,vehicle_class,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,total_claim_amount
6122,west,m,bachelor,corporate auto,four-door car,15862,37707,66,0.0,475
6124,central,f,doctor,personal auto,four-door car,5294,37707,70,0.0,21
6125,northeast,f,high school or below,personal auto,four-door car,6274,13662,85,0.0,408
6126,central,f,high school or below,personal auto,sports car,8007,37707,112,0.0,538
6131,west,f,high school or below,personal auto,two-door car,2243,37707,62,0.0,675
6132,west,f,college,personal auto,suv,7424,37707,107,0.0,514
6134,west,m,college,personal auto,four-door car,4413,37707,65,0.0,312
6135,west,m,college,special auto,two-door car,3163,97266,79,0.0,546
6137,west,f,college,corporate auto,four-door car,7851,37707,69,0.0,331
6138,west,f,bachelor,personal auto,four-door car,3210,37707,88,0.0,326
6139,central,m,bachelor,personal auto,two-door car,5387,97316,67,0.0,309
6141,west,f,bachelor,personal auto,four-door car,5404,72633,67,0.0,156
6143,central,f,high school or below,personal auto,four-door car,7627,60479,96,0.0,85
6144,west,f,bachelor,personal auto,two-door car,7540,37707,68,0.0,520
6146,east,m,bachelor,corporate auto,two-door car,7212,75891,61,0.0,61
6148,west,m,college,personal auto,four-door car,5678,53078,73,0.0,764
6150,central,m,bachelor,corporate auto,four-door car,2961,92070,74,0.0,369
6151,northeast,f,high school or below,personal auto,four-door car,2447,44509,61,0.0,227
6152,west,m,high school or below,personal auto,two-door car,7660,37707,73,0.0,526
6153,central,m,bachelor,special auto,suv,4534,91967,113,0.0,157
6154,northeast,f,bachelor,personal auto,four-door car,2355,37707,63,0.0,302
6155,central,f,bachelor,personal auto,four-door car,14317,97379,119,0.0,355
6164,northeast,m,high school or below,personal auto,four-door car,4782,81687,61,0.0,293
6168,central,f,doctor,corporate auto,two-door car,10131,59232,85,0.0,408
6170,central,m,bachelor,personal auto,four-door car,7700,23577,68,0.0,92
6171,central,m,college,personal auto,four-door car,5740,37707,80,0.0,848
6172,northeast,m,bachelor,corporate auto,four-door car,3875,26670,98,0.0,541
6173,east,m,bachelor,personal auto,four-door car,8112,87403,68,0.0,456
6174,northeast,f,college,personal auto,four-door car,2707,51455,67,0.0,11
6175,northeast,m,high school or below,personal auto,four-door car,5687,30242,72,0.0,48
6176,northeast,m,bachelor,personal auto,four-door car,7382,64311,62,0.0,157
6177,northeast,f,college,corporate auto,four-door car,2724,37707,70,0.0,405
6179,northeast,f,bachelor,personal auto,four-door car,2757,42336,69,0.0,26
6181,northeast,f,bachelor,personal auto,four-door car,7868,24887,68,0.0,326
6182,northeast,m,high school or below,personal auto,four-door car,2852,37707,82,0.0,590
6183,east,f,college,personal auto,four-door car,7615,90918,64,0.0,163
6185,northeast,m,bachelor,personal auto,two-door car,4307,37707,62,0.0,434
6186,central,f,college,personal auto,two-door car,4821,27872,61,0.0,187
6188,central,m,college,personal auto,four-door car,7259,16367,94,0.0,516
6190,northeast,m,high school or below,personal auto,four-door car,3305,40778,86,0.0,413
6194,central,f,college,corporate auto,two-door car,3353,95438,83,0.0,99
6197,northeast,f,high school or below,personal auto,two-door car,8028,37707,74,0.0,533
6198,west,f,high school or below,personal auto,sports car,9000,28108,114,0.0,547
6200,west,m,bachelor,corporate auto,suv,7377,37707,105,0.0,756
6201,west,f,high school or below,personal auto,four-door car,7892,28672,71,0.0,341
6203,east,m,bachelor,corporate auto,four-door car,5548,67798,69,0.0,331
6204,central,m,high school or below,personal auto,two-door car,8320,61367,70,0.0,499
6206,east,f,college,corporate auto,four-door car,5225,67423,65,0.0,293
6208,northeast,f,master,personal auto,four-door car,7485,26380,96,0.0,177
6209,northeast,m,college,personal auto,four-door car,2640,88731,66,0.0,149
6210,northeast,m,bachelor,special auto,four-door car,8085,61409,68,0.0,264
6211,west,m,bachelor,personal auto,suv,12317,37707,167,0.0,1986
6213,west,f,bachelor,personal auto,two-door car,3572,74931,89,0.0,231
6214,northeast,m,college,personal auto,four-door car,3350,74770,86,0.0,413
6218,west,m,master,personal auto,four-door car,2849,63326,72,0.0,362
6219,northeast,f,high school or below,personal auto,four-door car,5328,37707,73,0.0,794
6220,west,f,high school or below,corporate auto,suv,4680,21720,128,0.0,838
6221,northeast,m,college,personal auto,suv,5345,55571,135,0.0,905
6222,west,m,college,personal auto,four-door car,2437,34759,61,0.0,302
6223,central,m,high school or below,personal auto,four-door car,4638,37707,68,0.0,352
6224,northeast,m,bachelor,personal auto,four-door car,8805,38638,74,0.0,355
6225,west,f,bachelor,personal auto,two-door car,2439,80927,62,0.0,212
6226,west,m,high school or below,personal auto,two-door car,4736,37707,65,0.0,585
6227,central,m,high school or below,corporate auto,four-door car,5608,81914,70,0.0,199
6228,northeast,m,high school or below,personal auto,four-door car,6465,37707,92,0.0,662
6229,northeast,m,bachelor,personal auto,two-door car,2435,37707,72,0.0,346
6232,northeast,f,bachelor,personal auto,four-door car,3637,25407,98,0.0,284
6233,west,f,college,personal auto,two-door car,5693,86073,70,0.0,292
6235,northeast,f,college,personal auto,four-door car,7756,21326,99,0.0,633
6236,west,m,bachelor,personal auto,four-door car,3151,18486,86,0.0,413
6237,northeast,m,bachelor,corporate auto,suv,7198,10458,102,0.0,490
6238,west,f,college,personal auto,sports car,5264,82528,131,0.0,258
6240,central,m,bachelor,personal auto,two-door car,2885,63438,72,0.0,37
6241,northeast,m,college,personal auto,four-door car,6906,13432,92,0.0,611
6242,west,m,bachelor,personal auto,two-door car,4450,26848,114,0.0,101
6244,west,f,bachelor,corporate auto,two-door car,5246,28909,66,0.0,457
6245,central,f,doctor,personal auto,two-door car,2745,35159,68,0.0,151
6246,northeast,m,master,personal auto,four-door car,5544,64255,70,0.0,194
6247,west,f,college,personal auto,four-door car,6013,37707,84,0.0,605
6248,central,f,college,personal auto,two-door car,3651,88842,90,0.0,351
6249,west,m,college,corporate auto,two-door car,2521,39377,64,0.0,307
6251,central,f,doctor,personal auto,two-door car,2396,21986,63,0.0,334
6252,northeast,f,high school or below,personal auto,two-door car,3032,27435,76,0.0,456
6253,west,m,college,personal auto,four-door car,11790,25251,66,0.0,317
6254,central,f,college,personal auto,four-door car,6755,29881,85,0.0,18
6256,west,m,high school or below,special auto,suv,8208,40420,104,0.0,499
6257,west,m,high school or below,personal auto,four-door car,5333,74837,66,0.0,377
6258,northeast,m,high school or below,special auto,four-door car,3087,67591,77,0.0,198
6259,northeast,m,bachelor,special auto,suv,4653,47590,119,0.0,121
6260,west,f,high school or below,personal auto,two-door car,2490,75474,62,0.0,298
6262,central,f,doctor,personal auto,four-door car,2669,52344,66,0.0,183
6263,west,f,high school or below,personal auto,four-door car,8257,20072,70,0.0,488
6264,west,m,college,personal auto,suv,12466,33604,105,0.0,358
6265,northeast,f,master,corporate auto,two-door car,6743,37707,61,0.0,293
6266,central,f,high school or below,corporate auto,two-door car,2883,37741,74,0.0,355
6269,central,m,bachelor,personal auto,two-door car,6057,27681,83,0.0,398
6271,central,f,high school or below,personal auto,suv,9549,55986,119,0.0,389
6272,west,m,college,corporate auto,suv,10594,94042,132,0.0,634
6273,west,m,college,personal auto,sports car,7735,37707,101,0.0,563
6274,east,m,high school or below,corporate auto,four-door car,2306,37707,67,0.0,482
6276,central,f,master,corporate auto,four-door car,5097,22886,65,0.0,312
6277,east,m,bachelor,personal auto,four-door car,3227,19948,89,0.0,427
6278,central,f,college,personal auto,two-door car,5897,39293,74,0.0,353
6279,east,m,college,corporate auto,suv,13870,28432,118,0.0,612
6281,central,f,high school or below,personal auto,sports car,7716,37707,107,0.0,1167
6282,northeast,m,high school or below,personal auto,two-door car,6440,47412,81,0.0,422
6283,west,m,doctor,special auto,four-door car,9718,37707,65,0.0,312
6284,east,m,college,personal auto,suv,12759,68351,107,0.0,725
6285,northeast,f,bachelor,corporate auto,four-door car,5927,58733,74,0.0,355
6286,central,f,bachelor,personal auto,two-door car,11390,58187,95,0.0,77
6287,west,m,college,personal auto,four-door car,3497,63189,88,0.0,569
6289,central,m,bachelor,personal auto,sports car,9854,44006,130,0.0,495
6290,central,f,bachelor,corporate auto,suv,8099,60932,101,0.0,485
6291,northeast,f,college,corporate auto,four-door car,8508,56704,71,0.0,85
6293,west,m,high school or below,personal auto,four-door car,5361,24254,68,0.0,326
6295,northeast,m,college,corporate auto,four-door car,5431,57125,68,0.0,326
6297,west,m,bachelor,personal auto,four-door car,4360,37707,64,0.0,307
6301,northeast,m,college,personal auto,four-door car,5117,95427,65,0.0,443
6302,central,m,bachelor,corporate auto,suv,10033,37707,146,0.0,1405
6303,central,m,college,personal auto,two-door car,2773,30606,71,0.0,253
6305,west,f,bachelor,personal auto,suv,4039,37707,110,0.0,528
6306,west,f,master,personal auto,two-door car,7782,57474,97,0.0,280
6309,northeast,m,bachelor,personal auto,two-door car,3108,37707,88,0.0,87
6310,central,m,high school or below,personal auto,four-door car,5780,51066,74,0.0,788
6313,central,m,master,personal auto,two-door car,4590,32510,119,0.0,571
6315,northeast,m,bachelor,personal auto,suv,10882,73268,137,0.0,41
6316,west,m,college,personal auto,four-door car,5413,37707,80,0.0,576
6320,west,f,high school or below,personal auto,four-door car,2431,28476,62,0.0,298
6321,west,m,bachelor,personal auto,suv,14652,74915,122,0.0,393
6323,northeast,m,bachelor,corporate auto,four-door car,5520,94676,69,0.0,331
6324,central,m,bachelor,personal auto,two-door car,6008,43543,76,0.0,339
6326,northeast,m,bachelor,personal auto,two-door car,2429,74241,61,0.0,139
6327,central,f,college,personal auto,four-door car,3452,61385,86,0.0,199
6328,northeast,m,bachelor,personal auto,two-door car,4109,37707,62,0.0,446
6329,central,f,college,personal auto,suv,8715,37707,118,0.0,566
6330,northeast,m,college,personal auto,four-door car,8110,52548,101,0.0,588
6331,west,f,bachelor,personal auto,four-door car,3670,37707,95,0.0,430
6332,northeast,m,college,personal auto,suv,3893,26605,100,0.0,933
6333,northeast,f,bachelor,personal auto,four-door car,2496,37707,67,0.0,181
6334,east,m,bachelor,personal auto,four-door car,4630,37707,70,0.0,755
6336,northeast,f,bachelor,personal auto,suv,15664,31789,130,0.0,316
6337,northeast,f,bachelor,corporate auto,four-door car,4940,37707,71,0.0,552
6338,west,f,high school or below,corporate auto,four-door car,2754,25151,69,0.0,318
6341,northeast,m,college,personal auto,suv,12176,37707,117,0.0,1373
6343,northeast,f,master,personal auto,four-door car,2954,62461,73,0.0,129
6344,west,f,bachelor,personal auto,four-door car,5205,29406,68,0.0,326
6345,northeast,m,doctor,personal auto,four-door car,8100,89420,67,0.0,212
6346,west,f,high school or below,personal auto,suv,4444,37707,121,0.0,644
6347,east,m,college,personal auto,four-door car,7503,52464,95,0.0,516
6349,central,m,high school or below,personal auto,four-door car,2473,13449,68,0.0,326
6353,west,f,bachelor,personal auto,four-door car,7664,34837,63,0.0,73
6354,northeast,f,college,personal auto,four-door car,4177,44222,104,0.0,413
6355,west,f,master,personal auto,four-door car,11776,58881,97,0.0,355
6356,northeast,f,college,personal auto,suv,3997,46210,100,0.0,46
6358,central,m,bachelor,personal auto,four-door car,12990,37707,65,0.0,312
6360,east,f,high school or below,personal auto,four-door car,2352,12928,64,0.0,307
6361,northeast,m,high school or below,personal auto,two-door car,2903,20510,74,0.0,355
6362,west,m,college,corporate auto,four-door car,3808,37707,115,0.0,828
6363,central,m,master,personal auto,four-door car,8311,67541,104,0.0,204
6364,northeast,m,bachelor,personal auto,two-door car,8963,97924,74,0.0,355
6365,central,m,high school or below,personal auto,four-door car,12158,40432,77,0.0,370
6367,central,m,high school or below,personal auto,suv,8789,91171,110,0.0,771
6368,northeast,m,high school or below,personal auto,two-door car,5093,37707,71,0.0,151
6370,east,f,college,corporate auto,four-door car,5636,20303,71,0.0,341
6371,northeast,f,bachelor,corporate auto,four-door car,3514,73643,89,0.0,147
6373,west,m,high school or below,personal auto,four-door car,7295,76407,91,0.0,437
6374,central,m,high school or below,personal auto,four-door car,2415,37707,71,0.0,511
6375,northeast,f,bachelor,personal auto,suv,4694,26607,122,0.0,586
6376,northeast,m,college,personal auto,four-door car,7482,61783,94,0.0,658
6377,central,m,bachelor,personal auto,two-door car,5953,20283,77,0.0,370
6378,west,m,bachelor,personal auto,two-door car,3891,43578,98,0.0,106
6379,west,m,bachelor,personal auto,four-door car,5352,93606,67,0.0,322
6380,west,m,high school or below,personal auto,four-door car,8106,17920,72,0.0,424
6381,west,m,college,personal auto,four-door car,3510,51800,92,0.0,299
6382,northeast,f,college,personal auto,suv,8434,27694,108,0.0,742
6387,west,m,college,corporate auto,four-door car,2581,46900,66,0.0,317
6389,west,m,master,personal auto,two-door car,14436,60880,119,0.0,110
6391,northeast,m,college,personal auto,four-door car,2398,14321,65,0.0,424
6392,central,m,high school or below,corporate auto,four-door car,6183,20072,82,0.0,473
6393,northeast,m,high school or below,personal auto,two-door car,9431,77365,79,0.0,3
6394,west,f,college,personal auto,suv,4651,98475,115,0.0,552
6395,east,m,bachelor,corporate auto,suv,12169,14973,115,0.0,828
6397,west,m,college,personal auto,four-door car,3237,37707,90,0.0,659
6399,central,m,college,personal auto,four-door car,2506,37707,73,0.0,526
6400,northeast,f,bachelor,corporate auto,four-door car,5272,98110,65,0.0,176
6402,west,f,college,personal auto,four-door car,10612,37707,96,0.0,950
6403,northeast,f,bachelor,personal auto,four-door car,2250,37707,62,0.0,298
6404,west,m,bachelor,corporate auto,two-door car,2817,42937,71,0.0,252
6405,west,m,master,personal auto,suv,4751,30887,119,0.0,444
6407,central,f,high school or below,personal auto,four-door car,8422,95139,103,0.0,34
6408,northeast,f,bachelor,corporate auto,suv,4660,89834,116,0.0,43
6409,west,m,bachelor,corporate auto,two-door car,6844,37707,66,0.0,479
6410,west,f,college,personal auto,sports car,9224,18814,122,0.0,586
6411,west,m,college,corporate auto,four-door car,4939,82733,62,0.0,72
6414,northeast,m,bachelor,personal auto,two-door car,5097,67233,63,0.0,247
6418,west,f,high school or below,personal auto,four-door car,4899,55071,61,0.0,232
6419,west,m,doctor,personal auto,four-door car,2916,85817,72,0.0,155
6420,west,f,master,corporate auto,four-door car,5730,92254,70,0.0,246
6422,west,f,college,personal auto,four-door car,2472,63860,62,0.0,209
6424,west,m,high school or below,personal auto,four-door car,7950,26189,69,0.0,331
6427,west,f,college,personal auto,four-door car,7124,16139,62,0.0,298
6428,west,m,high school or below,corporate auto,suv,8008,63775,100,0.0,463
6430,west,m,bachelor,personal auto,two-door car,5484,87777,68,0.0,258
6431,west,f,bachelor,personal auto,suv,7244,37707,103,0.0,494
6433,west,m,college,corporate auto,suv,8946,83761,112,0.0,270
6436,west,m,high school or below,personal auto,four-door car,7523,55916,63,0.0,302
6438,west,f,high school or below,personal auto,two-door car,2595,30064,65,0.0,297
6439,west,m,high school or below,personal auto,sports car,8991,37707,127,0.0,1176
6440,west,m,college,corporate auto,four-door car,2332,37707,67,0.0,482
6441,west,f,doctor,personal auto,two-door car,9244,12081,82,0.0,548
6442,west,m,bachelor,personal auto,two-door car,6291,37707,95,0.0,684
6443,west,f,master,personal auto,suv,9880,62326,122,0.0,96
6445,west,f,college,corporate auto,four-door car,5477,21289,71,0.0,341
6446,west,f,master,personal auto,four-door car,4014,54054,99,0.0,6
6447,west,f,college,corporate auto,four-door car,3675,84814,90,0.0,513
6449,west,f,college,personal auto,two-door car,2754,58705,69,0.0,49
6451,west,f,doctor,personal auto,suv,4564,62010,112,0.0,538
6452,west,m,college,corporate auto,four-door car,7430,61568,93,0.0,241
6453,west,m,bachelor,personal auto,two-door car,2645,90443,66,0.0,235
6456,west,m,bachelor,corporate auto,four-door car,5208,74627,65,0.0,177
6457,west,f,college,corporate auto,four-door car,5907,47306,74,0.0,98
6459,west,m,bachelor,corporate auto,two-door car,5045,59292,64,0.0,218
6460,west,f,high school or below,personal auto,four-door car,3090,23970,77,0.0,44
6466,west,f,bachelor,personal auto,suv,4727,13037,124,0.0,839
6467,west,m,college,personal auto,two-door car,5285,71960,67,0.0,151
6469,west,m,college,corporate auto,four-door car,3548,37707,96,0.0,446
6470,west,m,college,personal auto,four-door car,6371,23797,81,0.0,389
6471,west,m,bachelor,corporate auto,four-door car,5372,70286,67,0.0,130
6472,west,f,master,personal auto,suv,5165,12904,132,0.0,634
6473,west,f,high school or below,personal auto,suv,8265,42045,103,0.0,41
6474,west,f,master,personal auto,four-door car,5194,24948,65,0.0,280
6475,west,m,college,personal auto,sports car,8100,25452,107,0.0,955
6476,west,f,high school or below,corporate auto,sports car,8845,95850,109,0.0,329
6477,west,m,master,personal auto,suv,8296,73556,104,0.0,498
6479,west,f,high school or below,personal auto,two-door car,5082,37707,69,0.0,94
6480,west,f,bachelor,corporate auto,four-door car,5364,43879,69,0.0,242
6481,west,f,high school or below,corporate auto,four-door car,2430,23941,61,0.0,293
6482,west,m,bachelor,personal auto,four-door car,7183,14390,65,0.0,403
6483,west,m,college,corporate auto,four-door car,5377,30039,70,0.0,499
6485,west,f,college,personal auto,four-door car,7079,24450,90,0.0,251
6486,west,f,high school or below,personal auto,four-door car,2416,37707,64,0.0,360
6489,west,m,high school or below,personal auto,suv,7466,37707,109,0.0,785
6490,west,m,college,personal auto,suv,13221,29504,117,0.0,809
6491,west,f,high school or below,personal auto,suv,4015,37707,113,0.0,1305
6492,west,m,bachelor,corporate auto,suv,8745,61706,110,0.0,224
6493,west,f,high school or below,corporate auto,suv,5949,88122,148,0.0,840
6494,west,f,bachelor,personal auto,four-door car,5520,26129,70,0.0,419
6495,west,f,bachelor,corporate auto,two-door car,5041,22350,66,0.0,317
6496,west,f,bachelor,personal auto,four-door car,5655,37707,83,0.0,598
6497,west,f,high school or below,personal auto,suv,8897,26201,112,0.0,169
6498,west,m,bachelor,personal auto,four-door car,8716,37707,84,0.0,605
6499,west,f,bachelor,personal auto,suv,7869,37707,107,0.0,514
6500,west,m,high school or below,corporate auto,four-door car,6878,39020,87,0.0,485
6501,west,f,bachelor,personal auto,two-door car,6412,47606,81,0.0,389
6502,west,f,college,personal auto,four-door car,10144,27231,88,0.0,422
6504,west,m,college,corporate auto,suv,4511,84300,111,0.0,202
6507,west,m,high school or below,corporate auto,suv,7164,37707,108,0.0,1260
6508,west,f,bachelor,personal auto,suv,13266,99617,109,0.0,75
6509,west,f,bachelor,personal auto,two-door car,5246,28909,66,0.0,457
6510,west,m,bachelor,personal auto,two-door car,4556,25617,63,0.0,302
6511,west,m,high school or below,personal auto,four-door car,2751,86788,70,0.0,336
6512,west,m,high school or below,corporate auto,four-door car,2914,28523,77,0.0,370
6513,west,f,bachelor,personal auto,four-door car,5825,38492,72,0.0,208
6514,west,f,high school or below,personal auto,two-door car,5755,97657,71,0.0,107
6516,west,f,bachelor,corporate auto,four-door car,5138,72264,64,0.0,273
6518,west,f,high school or below,personal auto,suv,6106,60234,152,0.0,136
6519,west,m,bachelor,corporate auto,four-door car,3330,75556,84,0.0,499
6521,west,f,bachelor,personal auto,two-door car,5095,69461,64,0.0,101
6523,west,m,high school or below,personal auto,four-door car,8774,37707,87,0.0,626
6524,west,f,college,corporate auto,suv,10351,73895,129,0.0,825
6526,west,f,master,personal auto,four-door car,8201,81785,67,0.0,322
6528,west,m,bachelor,corporate auto,two-door car,5205,32946,66,0.0,317
6531,west,m,high school or below,corporate auto,suv,4553,37707,124,0.0,714
6532,west,f,high school or below,personal auto,four-door car,5354,17099,69,0.0,331
6534,west,m,college,personal auto,four-door car,3112,33046,79,0.0,182
6536,west,m,bachelor,corporate auto,four-door car,4866,21498,63,0.0,302
6537,west,m,bachelor,personal auto,four-door car,6993,37707,66,0.0,440
6539,west,f,bachelor,personal auto,suv,9116,69588,114,0.0,173
6540,west,m,master,corporate auto,four-door car,5301,26585,69,0.0,309
6541,west,f,bachelor,corporate auto,suv,3630,37707,101,0.0,727
6545,west,f,college,personal auto,four-door car,2435,43721,61,0.0,293
6546,west,m,high school or below,personal auto,suv,8754,51209,109,0.0,39
6547,west,f,college,personal auto,four-door car,2629,84498,65,0.0,255
6549,west,m,college,personal auto,four-door car,6766,59034,85,0.0,379
6550,west,f,bachelor,personal auto,sports car,10014,37707,135,0.0,774
6551,west,f,college,personal auto,four-door car,11288,96399,70,0.0,308
6553,west,m,high school or below,corporate auto,sports car,7132,37707,103,0.0,742
6554,west,m,master,personal auto,four-door car,9052,60964,113,0.0,328
6555,west,m,college,corporate auto,four-door car,5306,42871,67,0.0,322
6556,west,m,college,personal auto,four-door car,5134,38795,65,0.0,98
6557,west,m,bachelor,personal auto,two-door car,11125,37707,112,0.0,806
6559,west,f,college,personal auto,suv,14628,40711,121,0.0,581
6562,west,f,doctor,personal auto,four-door car,5019,74423,62,0.0,51
6564,west,f,bachelor,corporate auto,suv,9591,37707,128,0.0,151
6565,west,f,high school or below,corporate auto,four-door car,3241,30646,81,0.0,129
6566,west,f,high school or below,personal auto,suv,8907,37707,118,0.0,566
6567,west,f,master,corporate auto,two-door car,2499,28264,63,0.0,365
6568,west,f,high school or below,personal auto,two-door car,8168,37707,117,0.0,842
6569,west,f,college,personal auto,four-door car,5812,37707,79,0.0,305
6571,west,f,bachelor,personal auto,four-door car,5261,31006,67,0.0,322
6572,west,f,high school or below,corporate auto,suv,8870,37707,119,0.0,571
6573,west,m,high school or below,personal auto,four-door car,2879,37707,85,0.0,612
6575,west,f,college,personal auto,four-door car,2701,39141,68,0.0,402
6576,west,m,high school or below,corporate auto,four-door car,2450,37707,69,0.0,497
6577,west,m,college,corporate auto,four-door car,9446,76837,78,0.0,24
6578,west,f,high school or below,personal auto,four-door car,4415,37707,61,0.0,644
6580,west,f,high school or below,personal auto,suv,3601,25147,101,0.0,695
6581,west,f,bachelor,personal auto,suv,7453,37707,106,0.0,763
6582,west,m,master,personal auto,two-door car,12723,34665,64,0.0,451
6583,west,f,master,personal auto,suv,4313,25404,112,0.0,578
6584,west,f,high school or below,corporate auto,suv,12149,37025,101,0.0,427
6588,west,f,high school or below,corporate auto,two-door car,2851,55274,71,0.0,485
6589,west,f,college,corporate auto,four-door car,6781,30324,86,0.0,144
6591,west,f,college,corporate auto,four-door car,6725,37707,95,0.0,684
6595,west,f,high school or below,personal auto,suv,14197,77738,118,0.0,463
6596,west,f,bachelor,corporate auto,four-door car,2671,37707,72,0.0,366
6597,west,f,college,personal auto,two-door car,8034,70311,66,0.0,341
6600,west,f,bachelor,corporate auto,two-door car,10453,73604,88,0.0,398
6602,west,f,master,personal auto,four-door car,2671,23305,68,0.0,127
6603,west,m,high school or below,corporate auto,two-door car,3531,37707,98,0.0,959
6604,west,m,high school or below,personal auto,four-door car,4836,37707,71,0.0,511
6605,west,f,college,personal auto,four-door car,13422,65024,67,0.0,190
6606,west,f,bachelor,personal auto,two-door car,2424,22590,67,0.0,86
6607,west,m,college,personal auto,four-door car,2983,37707,91,0.0,437
6608,west,f,master,corporate auto,four-door car,14723,38401,92,0.0,442
6609,west,m,college,personal auto,suv,8438,25539,112,0.0,585
6611,west,m,bachelor,personal auto,four-door car,2690,87313,67,0.0,322
6612,west,m,college,corporate auto,two-door car,7949,23916,68,0.0,481
6613,west,f,bachelor,corporate auto,four-door car,11379,34854,95,0.0,456
6614,west,f,college,personal auto,four-door car,5220,48203,66,0.0,413
6615,west,m,high school or below,corporate auto,sports car,9486,25322,126,0.0,886
6617,west,f,master,personal auto,suv,4975,44723,124,0.0,341
6619,west,f,college,personal auto,four-door car,4850,36413,61,0.0,153
6622,west,m,college,personal auto,two-door car,5195,51883,66,0.0,624
6624,west,m,bachelor,corporate auto,four-door car,2539,18608,71,0.0,341
6625,west,f,college,corporate auto,suv,14071,37707,127,0.0,678
6626,west,m,high school or below,personal auto,four-door car,2749,55964,69,0.0,497
6627,west,m,high school or below,corporate auto,four-door car,6006,85510,74,0.0,355
6628,west,m,high school or below,personal auto,four-door car,3286,30706,84,0.0,226
6629,west,f,high school or below,personal auto,two-door car,2648,29587,69,0.0,331
6631,west,m,bachelor,personal auto,four-door car,7194,37707,71,0.0,599
6633,west,m,master,personal auto,sports car,4064,37707,107,0.0,514
6636,west,m,college,corporate auto,sports car,8061,57293,102,0.0,348
6637,west,f,high school or below,corporate auto,sports car,9333,37707,129,0.0,929
6640,west,f,college,personal auto,four-door car,2460,69241,61,0.0,48
6642,west,f,high school or below,personal auto,four-door car,2867,87428,72,0.0,224
6643,west,m,master,personal auto,suv,8429,98796,104,0.0,499
6644,west,m,college,corporate auto,four-door car,8052,78617,101,0.0,233
6645,west,f,bachelor,personal auto,two-door car,4916,37707,65,0.0,312
6646,west,m,high school or below,personal auto,four-door car,5387,93893,67,0.0,99
6647,west,m,bachelor,personal auto,four-door car,3509,23629,88,0.0,634
6648,west,m,bachelor,corporate auto,two-door car,6511,37707,91,0.0,655
6650,west,f,bachelor,personal auto,four-door car,3674,69555,92,0.0,255
6651,west,m,bachelor,corporate auto,two-door car,7426,19634,98,0.0,470
6652,west,m,bachelor,personal auto,two-door car,2640,15776,69,0.0,338
6653,west,f,bachelor,personal auto,four-door car,4890,46819,62,0.0,158
6654,west,f,master,personal auto,four-door car,10537,47950,65,0.0,302
6658,west,m,high school or below,personal auto,four-door car,10387,24392,93,0.0,446
6661,west,f,college,personal auto,four-door car,2592,56701,65,0.0,333
6662,west,m,college,personal auto,suv,8356,57074,105,0.0,80
6663,west,m,bachelor,personal auto,two-door car,5142,37707,72,0.0,346
6665,west,m,master,personal auto,suv,14817,37707,135,0.0,648
6666,west,m,bachelor,personal auto,suv,12812,37707,128,0.0,790
6667,west,m,master,personal auto,four-door car,2472,76441,62,0.0,294
6669,west,m,high school or below,corporate auto,four-door car,9336,45262,117,0.0,842
6672,west,m,doctor,personal auto,two-door car,4699,27985,117,0.0,562
6674,west,m,master,personal auto,suv,4506,24790,113,0.0,767
6676,west,m,high school or below,corporate auto,four-door car,7686,37707,111,0.0,799
6677,west,f,bachelor,personal auto,four-door car,2310,37707,61,0.0,32
6680,west,f,college,personal auto,four-door car,5039,82940,63,0.0,333
6681,west,m,college,corporate auto,suv,3979,42633,101,0.0,285
6682,west,f,college,corporate auto,four-door car,6274,18577,86,0.0,413
6685,west,f,bachelor,corporate auto,four-door car,6872,37707,64,0.0,585
6686,west,m,high school or below,personal auto,four-door car,7614,25944,70,0.0,336
6687,west,m,high school or below,personal auto,two-door car,6369,34498,83,0.0,398
6689,west,m,bachelor,corporate auto,four-door car,2469,37707,71,0.0,485
6690,west,m,high school or below,corporate auto,two-door car,3451,45609,87,0.0,247
6692,west,m,high school or below,corporate auto,suv,6361,41195,160,0.0,323
6693,west,f,master,personal auto,suv,4771,76194,119,0.0,388
6694,west,f,bachelor,personal auto,suv,10297,37707,138,0.0,667
6695,west,f,college,personal auto,four-door car,3238,60097,82,0.0,279
6696,west,f,college,personal auto,four-door car,5254,95017,65,0.0,325
6697,west,f,high school or below,corporate auto,four-door car,10130,37707,68,0.0,326
6698,west,f,college,personal auto,four-door car,2229,37707,64,0.0,745
6700,west,m,bachelor,personal auto,four-door car,2179,37707,65,0.0,319
6702,west,f,bachelor,corporate auto,two-door car,5050,10180,65,0.0,456
6703,west,m,master,personal auto,two-door car,3545,40658,90,0.0,503
6704,west,f,college,corporate auto,four-door car,3210,23554,86,0.0,413
6705,west,f,bachelor,personal auto,four-door car,4531,37707,119,0.0,571
6706,west,m,master,personal auto,four-door car,3374,28989,85,0.0,408
6707,west,m,bachelor,personal auto,two-door car,5452,55898,69,0.0,442
6708,west,f,high school or below,personal auto,two-door car,3045,53441,76,0.0,365
6709,west,m,doctor,corporate auto,four-door car,2716,20848,71,0.0,350
6710,west,f,high school or below,personal auto,sports car,3803,37707,108,0.0,933
6713,west,m,bachelor,corporate auto,four-door car,7901,99711,98,0.0,12
6715,west,m,high school or below,personal auto,suv,3965,62638,100,0.0,442
6716,west,f,college,corporate auto,suv,8263,37707,113,0.0,814
6717,west,m,high school or below,personal auto,two-door car,6677,56875,84,0.0,145
